registry_id,legal_underwriter,insurer_group,brand_or_program,distribution_type,product_scope,distinct_rate_source_id,signals_agreeing,dedup_hypothesis_with,quote_url,public_phone_route,licensed_intermediary,requirements,automation_notes,status,reason_code,source_url,last_verified_at,evidence_artifact,rate_filing_delta,underwriter_disclosed,quote_id_grammar,form_set_hash,premium_at_benchmark,regulatory_amalgamation,appendix_group,appendix_legal_name,requires_current_validation,is_synthetic
reg_241,TD General Insurance Company,TD,TD General Insurance Company,unknown,unknown,rs_0063,0,,,,,,"UNVERIFIED GUIDANCE from the Appendix A discovery seed (2026-08-06): TD online, phone and affinity routes",unresolved,,"Ontario regulator public rate-approval dataset, 2026-08-06 (discovery seed; display names, not verified legal names)",,,,,,,,,TD,TD General Insurance Company,True,False
reg_242,Tokio Marine and Nichido Fire Insurance Company Limited,Tokio,Tokio Marine and Nichido Fire Insurance Company Limited,unknown,unknown,rs_0064,0,,,,,,UNVERIFIED GUIDANCE from the Appendix A discovery seed (2026-08-06): Specialty/commercial broker; validate PPA relevance,unresolved,,"Ontario regulator public rate-approval dataset, 2026-08-06 (discovery seed; display names, not verified legal names)",,,,,,,,,Tokio,Tokio Marine and Nichido Fire Insurance Company Limited,True,False
reg_243,The Dominion of Canada General Insurance Company,Travelers,The Dominion of Canada General Insurance Company,unknown,unknown,rs_0065,0,,,,,,UNVERIFIED GUIDANCE from the Appendix A discovery seed (2026-08-06): Broker route,unresolved,,"Ontario regulator public rate-approval dataset, 2026-08-06 (discovery seed; display names, not verified legal names)",,,,,,,,,Travelers,The Dominion of Canada General Insurance Company,True,False
reg_244,XL Specialty Insurance Company,XL,XL Specialty Insurance Company,unknown,unknown,rs_0066,0,,,,,,UNVERIFIED GUIDANCE from the Appendix A discovery seed (2026-08-06): Specialty/commercial broker; validate PPA relevance,unresolved,,"Ontario regulator public rate-approval dataset, 2026-08-06 (discovery seed; display names, not verified legal names)",,,,,,,,,XL,XL Specialty Insurance Company,True,False
reg_245,Zurich Insurance Company,Zurich,Zurich Insurance Company,unknown,unknown,rs_0067,0,,,,,,UNVERIFIED GUIDANCE from the Appendix A discovery seed (2026-08-06): Square One direct for Ontario car; specialty broker routes may differ,unresolved,,"Ontario regulator public rate-approval dataset, 2026-08-06 (discovery seed; display names, not verified legal names)",,,,,,,,,Zurich,Zurich Insurance Company,True,False
reg_9001,Sandbox Alpha Insurance Company,FATHOM synthetic sandbox,Sandbox Alpha,direct,standard_PPA,rs_0068,0,,http://localhost:8801/alpha,,,,Local synthetic site (§11.5). Not a real insurer. Excluded from market metrics; reliability numbers only.,blocked,RC_HYPO_LICENCE_REQUIRED,sandbox/server.py,2026-08-13T03:00:05+00:00,cid:sha256-a7a0bcfbdd712ecb1a05b0a368531491ab5a704a3b6de1a94b8a89df1243b585,,,,,,,,,False,True
reg_9002,Sandbox Bravo Insurance Company,FATHOM synthetic sandbox,Sandbox Bravo,direct,standard_PPA,rs_0069,0,,http://localhost:8801/bravo,,,,Local synthetic site (§11.5). Not a real insurer. Excluded from market metrics; reliability numbers only.,blocked,RC_ACCESS_CONTROL,sandbox/server.py,2026-08-13T03:00:07+00:00,cid:sha256-c17e5c48427cbc52db01ff9fa157721ba03803ff8387f45e828cdc84086c828f,,,,,,,,,False,True
reg_9003,Sandbox Charlie Insurance Company,FATHOM synthetic sandbox,Sandbox Charlie,direct,standard_PPA,rs_0070,0,,http://localhost:8801/charlie,,,,Local synthetic site (§11.5). Not a real insurer. Excluded from market metrics; reliability numbers only.,callback_required,RC_HUMAN_REQUIRED,sandbox/server.py,2026-08-13T03:00:08+00:00,cid:sha256-0c449d4e3ea0dd442db5c80418d219b9e9bf4f75666645ffce00bb253e0482bd,,,,,,,,,False,True
reg_9004,Sandbox Delta Insurance Company,FATHOM synthetic sandbox,Sandbox Delta,direct,standard_PPA,rs_0071,0,,http://localhost:8801/delta,,,,Local synthetic site (§11.5). Not a real insurer. Excluded from market metrics; reliability numbers only.,unresolved,,sandbox/server.py,2026-08-13T03:00:10+00:00,cid:sha256-8a9a8549a747a778e97e6506890fdd5d18b7c728873ee80259e6e69a96d0d1c0,,,,,,,,,False,True
reg_9005,Sandbox Echo Insurance Company,FATHOM synthetic sandbox,Sandbox Echo,direct,standard_PPA,rs_0072,0,,http://localhost:8801/echo,,,,Local synthetic site (§11.5). Not a real insurer. Excluded from market metrics; reliability numbers only.,unresolved,,sandbox/server.py,2026-08-13T03:00:11+00:00,cid:sha256-b8de02fe43b1ef003924111b1453150831df92db3048253be9317cde9f5b4947,,,,,,,,,False,True
reg_9006,Sandbox Foxtrot Insurance Company,FATHOM synthetic sandbox,Sandbox Foxtrot,direct,standard_PPA,rs_0073,0,,http://localhost:8801/foxtrot,,,,Local synthetic site (§11.5). Not a real insurer. Excluded from market metrics; reliability numbers only.,quoted_comparable,,sandbox/server.py,2026-08-13T03:00:13+00:00,cid:sha256-07279c0c1f0cae656f34d63880c372ddf8df0a5bd7ab89109b747fffe612dfc2,,,A-N,,1712.0,,,,False,True
reg_9007,Sandbox Golf Insurance Company,FATHOM synthetic sandbox,Sandbox Golf,direct,standard_PPA,rs_0074,0,reg_9006,http://localhost:8801/golf,,,,Local synthetic site (§11.5). Not a real insurer. Excluded from market metrics; reliability numbers only.,quoted_comparable,,sandbox/server.py,2026-08-13T03:00:14+00:00,cid:sha256-6024bbf0a44906b6b9c6205768384293eb8b00660edaa60824e693025843e00c,,,A-N,,1634.0,,,,False,True
